meeting_year,meeting_type,meeting_number,meeting_name,paper_type,paper_number,has_revisions,one_revision_name,agendas,parties,one_revision_url
2019,ATCM,42,ATCM XLII - CEP XXII,wp,37,False,Sixty Years of Treaty-Supported Antarctic Science,ATCM 15,SCAR,https://documents.ats.aq/ATCM42/wp/ATCM42_wp037_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,38,False,Report of the Informal Discussions on Human Resource Policy for ATS,ATCM 7,Argentina,https://documents.ats.aq/ATCM42/wp/ATCM42_wp038_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,39,False,"General recommendations of the joint inspections between Argentina and Chile, in accordance with Article VII of the Antarctic Treaty and Article 14 of the Protocol on Environmental Protection",ATCM 14 | CEP 12,Argentina | Chile,https://documents.ats.aq/ATCM42/wp/ATCM42_wp039_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,40,False,Review of Antarctic Specially Protected Area (ASPA) No. 142 - Svarthamaren,CEP 9a,Norway,https://documents.ats.aq/ATCM42/wp/ATCM42_wp040_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,41,False,The Ice Memory Project,ATCM 15 | CEP 13,France | Italy,https://documents.ats.aq/ATCM42/wp/ATCM42_wp041_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,42,False,Report of the ICG on Organisational Aspects of the ATCM,ATCM 6,Argentina,https://documents.ats.aq/ATCM42/wp/ATCM42_wp042_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,43,False,An on-board observer scheme for tourist vessels operating within the Antarctic Treaty area,ATCM 17,France | Argentina | United Kingdom,https://documents.ats.aq/ATCM42/wp/ATCM42_wp043_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,44,False,Proposed Criteria for de-designation of Antarctic Specially Protected Areas (ASPA),CEP 9e,Norway | Australia | New Zealand | United Kingdom,https://documents.ats.aq/ATCM42/wp/ATCM42_wp044_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,45,False,Report of the Informal Discussion for the intersessional period of 2018/19 on the revised draft Code of Conduct for Protection of Dome A area in Antarctica,CEP 13,China,https://documents.ats.aq/ATCM42/wp/ATCM42_wp045_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,46,False,Report of the intersessional contact group established to review the Antarctic Clean-up Manual,CEP 6,Australia,https://documents.ats.aq/ATCM42/wp/ATCM42_wp046_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,47,False,"Proposal for a new Antarctic Specially Protected Area at Inexpressible Island and Seaview Bay, Ross Sea",CEP 9a,China | Italy | Korea (ROK),https://documents.ats.aq/ATCM42/wp/ATCM42_wp047_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,48,False,Harmonisation of Marine Protection Initiatives across the Antarctic Treaty System,CEP 9d,New Zealand,https://documents.ats.aq/ATCM42/wp/ATCM42_wp048_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,49,False,"Revision of the Management Plan for Antarctic Specially Protected Area No.161 Terra Nova Bay, Ross Sea",CEP 9a,Italy,https://documents.ats.aq/ATCM42/wp/ATCM42_wp049_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,50,False,Review and Update of the “Checklists for supply chain managers of National Antarctic Programs for the reduction in risk of transfer of non-native species”,CEP 10a,COMNAP | SCAR,https://documents.ats.aq/ATCM42/wp/ATCM42_wp050_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,51,False,Compiling a manual on tourism and non-governmental activities in Antarctica,ATCM 17,France | Argentina | United States,https://documents.ats.aq/ATCM42/wp/ATCM42_wp051_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,52,False,Antarctic Environments Portal,CEP 11,Australia | Netherlands | New Zealand | Norway | SCAR | Spain | United States,https://documents.ats.aq/ATCM42/wp/ATCM42_wp052_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,53,False,"Revised Management Plan for Antarctic Specially Protected Area No. 151 Lions Rump, King George Island, South Shetland Islands",CEP 9a,Poland,https://documents.ats.aq/ATCM42/wp/ATCM42_wp053_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,54,False,Revision of Guidelines for Visitor Sites in the South Shetland Islands: Revised Guidelines for Yankee Harbour and Half Moon Island,CEP 9c,United Kingdom | IAATO,https://documents.ats.aq/ATCM42/wp/ATCM42_wp054_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,55,False,Visitor Site Guidelines Assessment and Review Checklists,CEP 9c,United Kingdom | Argentina | Australia | United States | ASOC | IAATO,https://documents.ats.aq/ATCM42/wp/ATCM42_wp055_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,56,False,Updated Management Plan and maps for Antarctic Specially Managed Area No. 4 Deception Island,CEP 9a,Argentina | Chile | Norway | Spain | United Kingdom | United States | ASOC | IAATO,https://documents.ats.aq/ATCM42/wp/ATCM42_wp056_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,57,False,The Antarctic Treaty in the Changing World,ATCM 6,Russian Federation,https://documents.ats.aq/ATCM42/wp/ATCM42_wp057_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,58,False,The Benefits of Conservation Management Plans for Antarctic Heritage,CEP 9b,United Kingdom,https://documents.ats.aq/ATCM42/wp/ATCM42_wp058_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,59,False,EIES – Improving availability of information on non-governmental aviation activity,ATCM 17,Norway,https://documents.ats.aq/ATCM42/wp/ATCM42_wp059_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,60,False,Air Operations in the Antarctic – challenges and possible way forward,ATCM 13,Norway,https://documents.ats.aq/ATCM42/wp/ATCM42_wp060_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,61,False,Hydrographic Surveying of Antarctic Waters,ATCM 13,Norway | Italy | New Zealand | United States,https://documents.ats.aq/ATCM42/wp/ATCM42_wp061_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,62,False,The Status and Monitoring of Antarctic Seal Species,CEP 11,United Kingdom,https://documents.ats.aq/ATCM42/wp/ATCM42_wp062_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,63,False,Revision of Site Guidelines to Snow Hill Hut,CEP 9c,Argentina | Sweden,https://documents.ats.aq/ATCM42/wp/ATCM42_wp063_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,64,False,Subsidiary Group on Management Plans Report of activities during the intersessional period 2018-2019,CEP 9a,Argentina,https://documents.ats.aq/ATCM42/wp/ATCM42_wp064_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,65,False,Proposal to redesign the format of the list of Historic Sites and Monuments,CEP 9b,Argentina,https://documents.ats.aq/ATCM42/wp/ATCM42_wp065_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,66,False,Reviewing requirements for exchanging information on non-governmental expeditions,ATCM 17,Argentina,https://documents.ats.aq/ATCM42/wp/ATCM42_wp066_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,67,False,Coastal Camping Coordination,ATCM 17 | CEP 10c | CEP 9e,United States | Canada,https://documents.ats.aq/ATCM42/wp/ATCM42_wp067_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,68,False,Anthropogenic Noise in the Southern Ocean: an Update,CEP 10c,SCAR,https://documents.ats.aq/ATCM42/wp/ATCM42_wp068_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,69,False,Intention of Ukraine to accede to the Convention for the Conservation of Antarctic Seals,ATCM 6,Ukraine,https://documents.ats.aq/ATCM42/wp/ATCM42_wp069_e.doc
2019,ATCM,42,ATCM XLII - CEP XXII,wp,70,False,"Recommendations arising from the Joint SCAR / CEP Workshop on Further Developing the Antarctic Protected Area System. Prague, Czech Republic, 27-28 June 2019",CEP 9e,Australia | Czechia | SCAR | United States,https://documents.ats.aq/ATCM42/wp/ATCM42_wp070_e.doc
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,1,False,Proposal for Inclusion of the San Telmo Wreck in the Antarctic Treaty List of Historic Sites and Monuments,CEP 9b,Spain,https://documents.ats.aq/ATCM43/wp/ATCM43_wp001_e.doc
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,2,True,"Review of the Management Plans for Antarctic Specially Protected Areas (ASPAs) No. 113 Litchfield Island, Arthur Harbor, Palmer Archipelago, No. 119 Davis Valley and Forlidas Pond, Dufek Massif, and No. 139 Biscoe Point, Palmer Archipelago.",CEP 9a,United States,https://documents.ats.aq/ATCM43/wp/ATCM43_wp002_rev1_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,3,False,"Revised Management Plan for Antarctic Specially Protected Area No. 121 Cape Royds, Ross Island",CEP 9a,United States,https://documents.ats.aq/ATCM43/wp/ATCM43_wp003_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,4,False,"Revised Management Plan for Antarctic Specially Protected Area No. 124 Cape Crozier, Ross Island",CEP 9a,United States,https://documents.ats.aq/ATCM43/wp/ATCM43_wp004_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,5,False,Suggested guidelines for the de-designation of Antarctic Specially Protected Areas (ASPA),CEP 9e,United States | United Kingdom | New Zealand | China | Australia | Norway,https://documents.ats.aq/ATCM43/wp/ATCM43_wp005_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,6,False,"Revised Management Plan for Antarctic Specially Protected Area No. 106 Cape Hallett, Northern Victoria Land, Ross Sea",CEP 9a,United States,https://documents.ats.aq/ATCM43/wp/ATCM43_wp006_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,7,False,"Revised Visitor Site Guidelines for Site No. 28 Seabee Hook, Cape Hallett, Northern Victoria Land, Ross Sea",CEP 9c,United States,https://documents.ats.aq/ATCM43/wp/ATCM43_wp007_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,8,False,Preliminary COMNAP advice in regards to ATCM review of Resolution 1 (2013),ATCM 13,COMNAP,https://documents.ats.aq/ATCM43/wp/ATCM43_wp008_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,9,True,"Review of Management Plan for Antarctic Specially Protected Area (ASPA) No 163: Dakshin Gangotri Glacier, Dronning Maud Land",CEP 9a,India,https://documents.ats.aq/ATCM43/wp/ATCM43_wp009_rev1_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,10,False,Report of the intersessional open-ended contact group (ICG) to Review the Draft Comprehensive Environmental Evaluation prepared by New Zealand for ‘Scott Base Redevelopment’,CEP 8a,Spain,https://documents.ats.aq/ATCM43/wp/ATCM43_wp010_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,11,False,Report from the Intersessional Contact Group (ICG) on strengthening the existing guidance for visitors to Antarctica – Proposal to adopt updated General Guidelines for Visitors to the Antarctic,CEP 9c,Germany,https://documents.ats.aq/ATCM43/wp/ATCM43_wp011_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,12,False,"Report of the intersessional open-ended contact group (ICG) to Review the Draft Comprehensive Environmental Evaluation prepared by Turkey for ‘Construction and Operation of Turkish Antarctic Research Station (TARS) at Horseshoe Island, Antarctica’",CEP 8a,Australia,https://documents.ats.aq/ATCM43/wp/ATCM43_wp012_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,13,False,"Assessment and management of pre-1958 historic remains at Camp Lake, Vestfold Hills, East Antarctica",CEP 9b,Australia,https://documents.ats.aq/ATCM43/wp/ATCM43_wp013_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,14,False,Report of the Subsidiary Group on Climate Change Response (SGCCR) 2019-2021,CEP 7b,United Kingdom,https://documents.ats.aq/ATCM43/wp/ATCM43_wp014_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,15,False,Fourth report of the Intersessional Contact Group on Education and Outreach,ATCM 11,United Kingdom | Spain | Portugal | Chile | Brazil | Belgium | Bulgaria,https://documents.ats.aq/ATCM43/wp/ATCM43_wp015_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,16,False,Antarctic Bioprospecting: SCAR Survey of Member Countries,ATCM 9,SCAR,https://documents.ats.aq/ATCM43/wp/ATCM43_wp016_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,17,False,Antarctic and Southern Ocean Climate Change in a Global Context,ATCM 16 | CEP 7a,SCAR,https://documents.ats.aq/ATCM43/wp/ATCM43_wp017_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,18,False,"Draft Comprehensive Environmental Evaluation (CEE) for the Construction and Operation of the Turkish Antarctic Research Station (TARS) at Horseshoe Island, Antarctica",CEP 8a,Türkiye,https://documents.ats.aq/ATCM43/wp/ATCM43_wp018_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,19,False,Antarctic Environments Portal,CEP 11,SCAR,https://documents.ats.aq/ATCM43/wp/ATCM43_wp019_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,20,False,"Revision of the Management Plan for Antarctic Specially Protected Area (ASPA) 104: Sabrina Island, Balleny Islands",CEP 9a,New Zealand,https://documents.ats.aq/ATCM43/wp/ATCM43_wp020_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,21,False,Report on informal discussions on marine protection measures,CEP 9d,New Zealand,https://documents.ats.aq/ATCM43/wp/ATCM43_wp021_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,22,False,"Revision of the Management Plan for Antarctic Specially Protected Area 105: Beaufort Island, McMurdo Sound, Ross Sea",CEP 9a,New Zealand,https://documents.ats.aq/ATCM43/wp/ATCM43_wp022_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,23,True,"Review of the Management Plan for Antarctic Specially Protected Area (ASPA) No. 155 Cape Evans, Ross Island",CEP 9a,New Zealand,https://documents.ats.aq/ATCM43/wp/ATCM43_wp023_rev1_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,24,True,"Review of the Management Plan for Antarctic Specially Protected Area (ASPA) No.157 Backdoor Bay, Cape Royds, Ross Island",CEP 9a,New Zealand,https://documents.ats.aq/ATCM43/wp/ATCM43_wp024_rev1_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,25,True,"Review of the Management Plan for Antarctic Specially Protected Area (ASPA) No. 158 Hut Point, Ross Island",CEP 9a,New Zealand,https://documents.ats.aq/ATCM43/wp/ATCM43_wp025_rev1_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,26,True,"Review of the Management Plan for Antarctic Specially Protected Area (ASPA) No. 159 Cape Adare, Borchgrevink Coast",CEP 9a,New Zealand,https://documents.ats.aq/ATCM43/wp/ATCM43_wp026_rev1_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,27,False,Sustainable Antarctic station design: Reducing contributions to climate change,CEP 7a,New Zealand | United Kingdom,https://documents.ats.aq/ATCM43/wp/ATCM43_wp027_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,28,False,"Revision of the Management Plan for Antarctic Specially Protected Area (ASPA) No.103 Ardery Island and Odbert Island, Budd Coast, Wilkes Land, East Antarctica",CEP 9a,Australia,https://documents.ats.aq/ATCM43/wp/ATCM43_wp028_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,29,False,"Revision of the Management Plan for Antarctic Specially Protected Area (ASPA) No. 102 Rookery Islands, Holme Bay, Mac.Robertson Land",CEP 9a,Australia,https://documents.ats.aq/ATCM43/wp/ATCM43_wp029_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,30,False,"Revision of the Management Plan for Antarctic Specially Protected Area (ASPA) No. 167 Hawker Island, Princess Elizabeth Land",CEP 9a,Australia,https://documents.ats.aq/ATCM43/wp/ATCM43_wp030_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,31,False,"Review of the Management Plans for Antarctic Specially Managed Area (ASMA) No. 6 Larsemann Hills and Antarctic Specially Protected Area (ASPA) No. 174 Stornes, East Antarctica",CEP 9a,Australia | China | India | Russian Federation,https://documents.ats.aq/ATCM43/wp/ATCM43_wp031_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,32,False,Antarctica in a Changing Climate,ATCM 16,United Kingdom | Australia | Belgium | Finland | France | Germany | Netherlands | New Zealand | Norway | Spain | Sweden | United States,https://documents.ats.aq/ATCM43/wp/ATCM43_wp032_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,33,False,SCAR Environmental Code of Conduct for Geosciences Field Research Activities in Antarctica,CEP 8b,SCAR,https://documents.ats.aq/ATCM43/wp/ATCM43_wp033_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,34,False,Systematic identification of globally important geological sites in Antarctica,CEP 9e,SCAR,https://documents.ats.aq/ATCM43/wp/ATCM43_wp034_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,35,False,Permanent facilities for tourism and other non-governmental activities in Antarctica,ATCM 17,Netherlands,https://documents.ats.aq/ATCM43/wp/ATCM43_wp035_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,36,False,Ocean Acidification in the Southern Ocean,ATCM 16 | CEP 7a,SCAR,https://documents.ats.aq/ATCM43/wp/ATCM43_wp036_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,37,False,Projections of future population decline emphasise the need to designate the emperor penguin as an Antarctic Specially Protected Species,CEP 10b,SCAR,https://documents.ats.aq/ATCM43/wp/ATCM43_wp037_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,38,False,Updating requirements for Information Exchange on national expeditions,ATCM 10,United States | Italy,https://documents.ats.aq/ATCM43/wp/ATCM43_wp038_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,39,True,"Revised Management Plan for Antarctic Specially Protected Area No. 145 Port Foster, Deception Island, South Shetland Islands",CEP 9a,Chile | Spain,https://documents.ats.aq/ATCM43/wp/ATCM43_wp039_rev1_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,40,False,"Revision of the Management Plan for Antarctic Specially Protected Area (ASPA) No. 148, Mount Flora, Hope Bay, Antarctic Peninsula",CEP 9a,United Kingdom | Argentina,https://documents.ats.aq/ATCM43/wp/ATCM43_wp040_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,41,False,Report from the Intersessional Contact Group (ICG) on a voluntary on-board observer operational framework for tourist vessels operating within the Antarctic Treaty area,ATCM 17,France | Argentina,https://documents.ats.aq/ATCM43/wp/ATCM43_wp041_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,42,False,Eclipse in the Antarctic Peninsula,ATCM 13,Argentina | Chile,https://documents.ats.aq/ATCM43/wp/ATCM43_wp042_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,43,False,Important Bird Areas and Antarctic Specially Protected Areas: Toward the development of selection criteria,CEP 9e,Australia | Germany | New Zealand | Norway | Spain | United Kingdom | United States,https://documents.ats.aq/ATCM43/wp/ATCM43_wp043_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,44,False,Antarctic Treaty Visitor Site Guides for important historic sites in the Ross Sea region,CEP 9c,New Zealand | United States,https://documents.ats.aq/ATCM43/wp/ATCM43_wp044_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,45,False,"Revision of the Management Plan for Antarctic Specially Protected Area (ASPA) 131: Canada Glacier, Lake Fryxell, Taylor Valley, Victoria Land",CEP 9a,New Zealand,https://documents.ats.aq/ATCM43/wp/ATCM43_wp045_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,46,False,Draft Comprehensive Environmental Evaluation (CEE) for the Proposed Scott Base Redevelopment,CEP 8a,New Zealand,https://documents.ats.aq/ATCM43/wp/ATCM43_wp046_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,47,False,SARS-CoV-2 in Antarctic Species by way of Reverse Zoonosis,CEP 10a,COMNAP,https://documents.ats.aq/ATCM43/wp/ATCM43_wp047_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,48,False,Report of the Informal Discussion on the Elaboration of a Manual of Regulations and Guidelines Relevant to Tourism and Non-Governmental Activities in the Antarctic Treaty area,ATCM 17,France | Argentina | United States,https://documents.ats.aq/ATCM43/wp/ATCM43_wp048_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,49,False,Review of information related to Education & Outreach available through the Antarctic Treaty Secretariat webpage,ATCM 11,Spain | Bulgaria | Belgium | Brazil | Chile | Portugal | United Kingdom,https://documents.ats.aq/ATCM43/wp/ATCM43_wp049_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,50,False,"Revision of the Management Plan for Antarctic Specially Protected Area (ASPA) No. 101 Taylor Rookery, Mac.Robertson Land",CEP 9a,Australia,https://documents.ats.aq/ATCM43/wp/ATCM43_wp050_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,51,False,"Management Plan for ASPA No. 166, Port-Martin, Adélie Land. Proposal to extend the existing plan",CEP 9a,France,https://documents.ats.aq/ATCM43/wp/ATCM43_wp051_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,52,False,The Retrospective Analysis of Antarctic Tracking Data (RAATD): Areas of Ecological Significance in the Antarctic marine environment,CEP 10c,France | Australia | Belgium | Germany | United Kingdom | United States | South Africa,https://documents.ats.aq/ATCM43/wp/ATCM43_wp052_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,53,False,Important Marine Mammals Areas (IMMAs),CEP 10c,France | United Kingdom | Chile | Germany | Monaco | South Africa,https://documents.ats.aq/ATCM43/wp/ATCM43_wp053_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,54,False,Revision of the Management Plan for Antarctic Specially Protected Area (ASPA) No. 120 – Pointe Géologie,CEP 9a,France,https://documents.ats.aq/ATCM43/wp/ATCM43_wp054_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,55,False,"Report of the Informal Discussions on Relevant Issues, Trends and Challenges to the Antarctic Treaty System",ATCM 6b,Russian Federation,https://documents.ats.aq/ATCM43/wp/ATCM43_wp055_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,56,False,"Proposed Visitor Site Guidelines for Argentine Islands, Wilhelm Archipelago",CEP 9c,Ukraine,https://documents.ats.aq/ATCM43/wp/ATCM43_wp056_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,57,False,Proposal to Enhance Cooperation in the Research and Monitoring on the Population Dynamics of Penguins in the Ross Sea Region,ATCM 15a | CEP 9d,China,https://documents.ats.aq/ATCM43/wp/ATCM43_wp057_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,58,False,Promoting Scientific Research to Inform the Antarctic Decision-Making,CEP 9e,China,https://documents.ats.aq/ATCM43/wp/ATCM43_wp058_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,59,True,Proposal for a disciplinary regime and modifications to ATS Staff Regulations,ATCM 7,Argentina,https://documents.ats.aq/ATCM43/wp/ATCM43_wp059_rev1_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,60,True,Reformatting of the list of Historic Sites and Monuments in line with Decision 1 (2019),CEP 9b,Argentina | Norway | United Kingdom,https://documents.ats.aq/ATCM43/wp/ATCM43_wp060_rev1_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,61,False,Report of the Intersessional Contact Group (ICG) on Post-Visit Reports,ATCM 17,Argentina,https://documents.ats.aq/ATCM43/wp/ATCM43_wp061_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,62,False,Subsidiary Group on Management Plans Report of activities during the intersessional period 2019-2021,CEP 9a,Argentina,https://documents.ats.aq/ATCM43/wp/ATCM43_wp062_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,63,False,COVID-19 and Antarctica,ATCM 6b,New Zealand | Argentina | Australia | Chile | Norway | United Kingdom | SCAR,https://documents.ats.aq/ATCM43/wp/ATCM43_wp063_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,64,False,"Review of the Management Plan for the Antarctic Specially Protected Area (ASPA) No 134, Cierva Point and Offshore Islands, Danco Coast, Antarctic Peninsula",CEP 9a,Argentina,https://documents.ats.aq/ATCM43/wp/ATCM43_wp064_e.docx
2021,ATCM,43,ATCM XLIII - CEP XXIII,wp,65,False,Earthquake Emergency Management System,ATCM 13,Chile,https://documents.ats.aq/ATCM43/wp/ATCM43_wp065_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,1,False,Revised Management Plan and maps for Antarctic Specially Managed Area No. 7 Southwest Anvers Island and Palmer Basin,CEP 9a,United States,https://documents.ats.aq/ATCM44/wp/ATCM44_wp001_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,2,False,"Revised Management Plan for Antarctic Specially Protected Area No. 149. Cape Shirreff and San Telmo Island, Livingston Island, South Shetland Islands",CEP 9a,United States,https://documents.ats.aq/ATCM44/wp/ATCM44_wp002_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,3,False,"Revised Management Plan for Antarctic Specially Protected Area No. 122. Arrival Heights, Hut Point Peninsula, Ross Island",CEP 9a,United States,https://documents.ats.aq/ATCM44/wp/ATCM44_wp003_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,4,False,"Revised Management Plan for Antarctic Specially Protected Area No. 124. Cape Crozier, Ross Island",CEP 9a,United States,https://documents.ats.aq/ATCM44/wp/ATCM44_wp004_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,5,False,"Review of the Management Plans for Antarctic Specially Protected Areas (ASPAs) No. 113 Litchfield Island, Arthur Harbor, Palmer Archipelago, No. 119 Davis Valley and Forlidas Pond, Dufek Massif, and No. 139 Biscoe Point, Palmer Archipelago",CEP 9a,United States,https://documents.ats.aq/ATCM44/wp/ATCM44_wp005_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,6,False,Revision and merger of the Management Plans for Antarctic Specially Protected Areas No. 152 Western Bransfield Strait and No. 153 Eastern Dallmann Bay,CEP 9a,United States,https://documents.ats.aq/ATCM44/wp/ATCM44_wp006_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,7,False,ATS webpages providing information on the Subsidiary Groups of the CEP,CEP 4,India | Norway | United Kingdom,https://documents.ats.aq/ATCM44/wp/ATCM44_wp007_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,8,True,Subsidiary Group on Management Plans Report of activities during the intersessional period 2021-2022,CEP 9a,India,https://documents.ats.aq/ATCM44/wp/ATCM44_wp008_rev1_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,9,False,Review of the scientific information contained in the EIES,ATCM 10,Spain,https://documents.ats.aq/ATCM44/wp/ATCM44_wp009_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,10,False,Antarctic Environments Portal,ATCM 11,SCAR,https://documents.ats.aq/ATCM44/wp/ATCM44_wp010_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,11,True,Further steps towards a structured sample and data collection of environmental contamination,CEP 11,Australia | Germany | Italy | Sweden | United Kingdom | United States,https://documents.ats.aq/ATCM44/wp/ATCM44_wp011_rev1_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,12,False,"Prior assessment of a proposed Antarctic Specially Protected Area at Otto-von-Gruber-Gebirge (Dronning Maud Land, East Antarctica)",CEP 9a,Germany | United States,https://documents.ats.aq/ATCM44/wp/ATCM44_wp012_e.docx
